country,country_code,continent,year,iwi,literacy,gov_edu_exp,secondary_enrol
Turkey,TUR,Asia/Pacific,2012,86.1,95.0,4.38721990585327,85.0204315185547
Uganda,UGA,Africa,2012,27.1,70.0,1.79746997356415,25.3786694210768
Ukraine,UKR,Europe,2012,81.2,99.9743499755859,6.44269990921021,99.4775466918945
Uruguay,URY,America,2012,90.5,98.0,4.09353351593018,102.977226257324
Azerbaijan,AZE,Europe,2013,73.1,100.0,2.44213008880615,83.1376553563209
Bangladesh,BGD,Asia/Pacific,2013,39.1,61.0,1.96616005897522,57.9590161381221
Bosnia and Herzegovina,BIH,Europe,2013,93.3,97.0,,84.7301177978516
Botswana,BWA,Africa,2013,59.1,86.8231811523438,8.0172061920166,
Brazil,BRA,America,2013,90.8,91.0,5.8388500213623,103.917678833008
Dominican Republic,DOM,America,2013,76.8,91.0,3.62818145751953,79.171501159668
Ecuador,ECU,America,2013,76.5,93.0,4.92997980117798,100.659210205078
Egypt,EGY,Africa,2013,84.5,72.0,4.12252616882324,75.8195037841797
El Salvador,SLV,America,2013,68.5,87.0,3.80149006843567,73.2414321899414
Gambia,GMB,Africa,2013,50.7,41.9500503540039,1.81839001178741,
Guatemala,GTM,America,2013,65.4,77.0,2.88808989524841,53.4995193481445
Honduras,HND,America,2013,66.2,85.0,5.87492990493774,61.5013999938965
Kuwait,KWT,Asia/Pacific,2013,94.6,96.0,,92.5727386474609
Mauritania,MRT,Africa,2013,37.1,62.0,2.29354000091553,30.1454391479492
Mauritius,MUS,Africa,2013,88.9,91.0,3.56775999069214,93.7982864379883
Mexico,MEX,America,2013,77.8,94.0,4.50858020782471,93.2623062133789
Pakistan,PAK,Asia/Pacific,2013,59.7,56.0,2.23698997497559,32.1165109008871
Palestine,PSE,Asia/Pacific,2013,86.5,96.0,4.89467000961304,86.5922012329102
Paraguay,PRY,America,2013,80.5,95.0,2.67871189117432,75.3813469133564
Philippines,PHL,Asia/Pacific,2013,67.6,96.0,,
Saudi Arabia,SAU,Asia/Pacific,2013,86.4,94.0,,92.8935165405273
Senegal,SEN,Africa,2013,52.6,44.0,5.68656015396118,48.8453712463379
Sierra Leone,SLE,Africa,2013,25.5,32.4261703491211,2.3798131942749,37.9642715454102
Thailand,THA,Asia/Pacific,2013,84.7,94.0,3.82439851760864,84.6712265014648
Turkey,TUR,Asia/Pacific,2013,87.7,95.0,4.34481000900269,102.209701538086
Uruguay,URY,America,2013,89.8,98.0,4.23892021179199,104.664520263672
Angola,AGO,Africa,2014,38.0,66.0,2.9300000667572,
Azerbaijan,AZE,Europe,2014,74.2,100.0,2.63303995132446,83.4386600193183
Bangladesh,BGD,Asia/Pacific,2014,39.8,61.0,2.09871673583984,
Burkina Faso,BFA,Africa,2014,34.9,35.0,4.05329990386963,29.732629776001
Burundi,BDI,Africa,2014,19.9,62.0,7.51637983322144,41.4826889038086
Cambodia,KHM,Asia/Pacific,2014,52.3,78.0,1.56673634052277,
Colombia,COL,America,2014,81.5,94.0,,97.3632888793945
Cote d'Ivoire,CIV,Africa,2014,45.9,44.0,3.31416988372803,38.4756011962891
Dominican Republic,DOM,America,2014,77.1,92.0,3.62243437767029,80.1145401000977
Ecuador,ECU,America,2014,77.3,94.0,5.21020984649658,102.590339660645
Georgia,GEO,Asia/Pacific,2014,78.5,100.0,2.99768662452698,105.019508361816
Guatemala,GTM,America,2014,65.1,81.0,2.98562002182007,53.089958190918
Guinea,GIN,Africa,2014,37.2,32.0,2.42281007766724,38.9089202880859
Guinea Bissau,GNB,Africa,2014,33.2,45.5811614990234,,
Guyana,GUY,America,2014,78.3,85.6397323608398,4.36033010482788,
Honduras,HND,America,2014,67.2,87.0,7.0901198387146,49.1755714416504
Indonesia,IDN,Asia/Pacific,2014,67.8,95.0,3.28800988197327,84.6881516846731
Iraq,IRQ,Asia/Pacific,2014,86.4,82.0,,
Kenya,KEN,Africa,2014,39.2,78.733039855957,4.7172999382019,
Lesotho,LSO,Africa,2014,39.4,76.6352005004883,7.19999980926514,57.1081876194883
Malawi,MWI,Africa,2014,23.8,65.1453704833984,3.66006016731262,40.0774307250977
Maldives,MDV,Asia/Pacific,2014,83.7,99.0,3.88979530334473,
Mauritius,MUS,Africa,2014,88.9,92.0,4.81514978408813,97.0753479003906
Mexico,MEX,America,2014,78.1,95.0,5.06808996200562,97.3196868896484
Moldova,MDA,Europe,2014,71.7,99.0,6.33806991577148,104.383476257324
Morocco,MAR,Africa,2014,86.0,76.0,5.48276042938232,
Pakistan,PAK,Asia/Pacific,2014,60.5,57.0,2.2043399810791,33.214222759511
Palestine,PSE,Asia/Pacific,2014,85.4,96.0,,86.3153991699219
Paraguay,PRY,America,2014,82.3,95.0,2.59655904769897,
Peru,PER,America,2014,66.0,94.0,3.69599008560181,99.2948989868164
Rwanda,RWA,Africa,2014,23.7,71.0,4.19644021987915,41.8218688964844
South Africa,ZAF,Africa,2014,70.7,94.0,5.48977994918823,105.673553466797
Tunisia,TUN,Africa,2014,83.6,79.0,,85.8415222167969
Turkey,TUR,Asia/Pacific,2014,87.9,95.0,4.41258001327515,105.97550201416
Uruguay,URY,America,2014,89.1,98.0,4.26735019683838,106.469367980957
Vanuatu,VUT,Asia/Pacific,2014,43.9,84.6999969482422,5.18195009231567,
Zimbabwe,ZWE,Africa,2014,43.5,88.6934204101562,6.13835000991821,
Afghanistan,AFG,Asia/Pacific,2015,51.0,33.7538414001465,3.2558000087738,53.2851409912109
Angola,AGO,Africa,2015,39.4,66.2358627319336,3.09999990463257,
Azerbaijan,AZE,Europe,2015,75.2,100.0,2.95167994499207,84.8098586425184
Bangladesh,BGD,Asia/Pacific,2015,41.7,65.0,1.87225413322449,62.0312309265137
Cambodia,KHM,Asia/Pacific,2015,54.2,81.0,1.7034615278244,
Cape Verde,CPV,Africa,2015,76.4,87.0,4.80622005462646,87.5373077392578
Chad,TCD,Africa,2015,18.8,26.0029907226562,2.3428316116333,23.0286598205566
Colombia,COL,America,2015,82.7,94.0,,97.6741180419922
Dominican Republic,DOM,America,2015,77.5,92.0,3.6040027141571,79.9378890991211
El Salvador,SLV,America,2015,70.0,88.0,3.90987992286682,70.6981887817383
Gambia,GMB,Africa,2015,54.6,51.0,2.19235181808472,
Guatemala,GTM,America,2015,64.7,80.1950912475586,3.03032994270325,54.9180488586426
Honduras,HND,America,2015,68.3,88.0,6.41297006607056,50.0197715759277
Indonesia,IDN,Asia/Pacific,2015,69.1,95.0,3.58360004425049,88.7822877060453
Kuwait,KWT,Asia/Pacific,2015,94.6,96.0,,95.2544174194336
Lao,LAO,Asia/Pacific,2015,67.5,85.0,2.73689794540405,62.4192450718287
Malawi,MWI,Africa,2015,25.0,62.1435394287109,3.44449663162231,40.2343711853027
Mali,MLI,Africa,2015,36.2,33.0,3.80152010917664,40.1157302856445
Mauritania,MRT,Africa,2015,40.3,65.1120223999023,2.82956600189209,31.0638809204102
Mauritius,MUS,Africa,2015,88.9,93.0,4.75847005844116,93.9682006835938
Mexico,MEX,America,2015,78.3,94.0,5.05087995529175,100.982269287109
Mozambique,MOZ,Africa,2015,26.2,56.0,6.01083421707153,34.7621917724609
Nicaragua,NIC,America,2015,55.6,82.6145477294922,4.07843017578125,
Palestine,PSE,Asia/Pacific,2015,85.8,96.0,4.66321992874146,86.9270935058594
Paraguay,PRY,America,2015,84.1,96.0,3.33377814292908,
Peru,PER,America,2015,66.9,94.0,3.96933007240295,99.5942687988281
Philippines,PHL,Asia/Pacific,2015,68.1,98.0,2.8305230140686,86.6409470884308
Senegal,SEN,Africa,2015,53.2,43.5927314758301,5.45637989044189,51.2827301025391
South Africa,ZAF,Africa,2015,71.1,94.0,5.48285007476807,110.168930053711
Tanzania,TZA,Africa,2015,30.1,78.0,4.19486570358276,27.2394905090332
Thailand,THA,Asia/Pacific,2015,85.4,93.0,3.86397624015808,126.035987854004
Togo,TGO,Africa,2015,39.0,64.0,3.71097993850708,
Turkey,TUR,Asia/Pacific,2015,88.1,96.0,4.30550003051758,107.243186950684
Uruguay,URY,America,2015,88.4,99.0,4.20636987686157,108.043296813965
Venezuela,VEN,America,2015,92.7,97.0,,89.0915222167969
Armenia,ARM,Asia/Pacific,2016,86.2,100.0,2.75812005996704,
Azerbaijan,AZE,Europe,2016,76.2,100.0,2.90340995788574,74.922503925884
Bangladesh,BGD,Asia/Pacific,2016,43.6,73.0,2.22119998931885,66.9232483057473
Burundi,BDI,Africa,2016,21.1,65.6877365112305,4.96585083007812,48.9952812194824
Chad,TCD,Africa,2016,19.5,22.0,2.38847589492798,23.3515090942383
Colombia,COL,America,2016,84.0,95.0,,98.4156265258789
Congo Democratic Republic,COD,Africa,2016,23.5,77.0,2.1186900138855,
Cote d'Ivoire,CIV,Africa,2016,47.6,50.039680480957,3.93593001365662,43.8949584960938
Dominican Republic,DOM,America,2016,77.9,94.0,3.85049557685852,80.0944671630859
El Salvador,SLV,America,2016,70.7,88.0,3.82523989677429,69.1290283203125
Ethiopia,ETH,Africa,2016,20.4,47.4915885925293,5.06151390075684,
Haiti,HTI,America,2016,37.6,61.691349029541,1.38776004314423,
Honduras,HND,America,2016,69.3,89.0,6.09509515762329,50.6989898681641
Indonesia,IDN,Asia/Pacific,2016,70.5,95.0,1.21023452281952,88.5644920884794
Iraq,IRQ,Asia/Pacific,2016,86.4,83.0,,
Maldives,MDV,Asia/Pacific,2016,85.1,98.0,4.43873596191406,
Mauritius,MUS,Africa,2016,88.9,93.0,4.88207006454468,94.4362487792969
Mexico,MEX,America,2016,84.2,95.0,4.75795984268188,102.871368408203
Myanmar,MMR,Asia/Pacific,2016,48.4,75.5512008666992,2.15808844566345,67.0034103393555
Nepal,NPL,Asia/Pacific,2016,51.8,65.5010070800781,3.47711229324341,71.8179016113281
Nigeria,NGA,Africa,2016,43.1,58.2213401794434,0.393045634031296,40.9102096557617
Palestine,PSE,Asia/Pacific,2016,86.2,97.0,4.98296022415161,87.1568832397461
Senegal,SEN,Africa,2016,53.2,46.0996398925781,5.11309003829956,
Serbia,SRB,Europe,2016,91.2,99.0,3.63470005989075,96.4994888305664
South Africa,ZAF,Africa,2016,71.5,91.7372436523438,5.4442400932312,109.774078369141
Thailand,THA,Asia/Pacific,2016,85.8,91.9813995361328,3.76761746406555,124.44612121582
Timor Leste,TLS,Asia/Pacific,2016,48.7,65.7791290283203,6.0120096206665,77.5467614778173
Turkey,TUR,Asia/Pacific,2016,88.3,96.0,4.62773990631104,108.547561645508
Uganda,UGA,Africa,2016,28.8,69.101318359375,2.13789010047913,26.3273289386407
Uruguay,URY,America,2016,87.7,99.0,4.36420011520386,112.032577514648
Venezuela,VEN,America,2016,94.0,97.0,,85.3960266113281
Albania,ALB,Europe,2017,86.1,98.8162307739258,3.61172008514404,97.5743713378906
Armenia,ARM,Asia/Pacific,2017,86.9,100.0,2.70759010314941,
Azerbaijan,AZE,Europe,2017,77.2,100.0,2.47381997108459,77.4080343707927
Bangladesh,BGD,Asia/Pacific,2017,45.5,73.0,1.85040032863617,64.8559520731683
Benin,BEN,Africa,2017,36.4,38.871208190918,3.53558993339539,
Burundi,BDI,Africa,2017,21.7,68.0,5.00918865203857,49.8075103759766
Egypt,EGY,Africa,2017,85.9,71.0,,79.361198425293
El Salvador,SLV,America,2017,71.5,88.0,3.7252299785614,66.9067306518555
Ethiopia,ETH,Africa,2017,21.5,51.7711791992188,5.49905061721802,
Georgia,GEO,Asia/Pacific,2017,82.1,99.0,3.52442002296448,109.0791015625
Ghana,GHA,Africa,2017,51.2,64.4923934936523,3.18611741065979,66.3819198608398
Haiti,HTI,America,2017,38.7,68.0098571777344,1.49846994876862,
Iraq,IRQ,Asia/Pacific,2017,86.4,86.0,,
Kuwait,KWT,Asia/Pacific,2017,94.6,96.0,6.35444211959839,
Liberia,LBR,Africa,2017,31.0,48.3013610839844,2.24632501602173,
Maldives,MDV,Asia/Pacific,2017,85.8,94.5055084228516,3.8226854801178,
Mexico,MEX,America,2017,89.4,95.0,4.39752006530762,105.11018371582
Mozambique,MOZ,Africa,2017,27.7,61.0,5.48664999008179,37.0113792419434
Pakistan,PAK,Asia/Pacific,2017,63.1,59.0,2.13665676116943,35.8526761779574
Palestine,PSE,Asia/Pacific,2017,86.6,97.0,4.72153997421265,88.2223892211914
Papua New Guinea,PNG,Asia/Pacific,2017,28.2,70.0636825561523,1.96493005752563,
Senegal,SEN,Africa,2017,57.9,52.0,4.74007987976074,
Sierra Leone,SLE,Africa,2017,30.5,44.833179473877,4.66086006164551,40.0794486999512
South Africa,ZAF,Africa,2017,71.9,87.0,5.59867000579834,111.627403259277
Turkey,TUR,Asia/Pacific,2017,88.5,96.0,4.32368993759155,112.977333068848
Algeria,DZA,Africa,2018,86.2,81.4078369140625,5.81275129318237,
Bangladesh,BGD,Asia/Pacific,2018,47.3,74.0,1.65589129924774,67.4213697322793
Burkina Faso,BFA,Africa,2018,40.6,39.0,5.488609790802,39.8208885192871
Cameroon,CMR,Africa,2018,45.2,72.5471267700195,3.03096008300781,46.4729476206602
Central African Republic CAR,CAF,Africa,2018,16.8,37.0,1.56587600708008,
Colombia,COL,America,2018,86.6,95.0,,100.373336791992
Congo Democratic Republic,COD,Africa,2018,25.3,73.5530319213867,,
Gambia,GMB,Africa,2018,60.5,53.1601982116699,2.36544394493103,
Georgia,GEO,Asia/Pacific,2018,83.3,99.6536636352539,3.46094989776611,111.162422180176
Guatemala,GTM,America,2018,63.7,81.0,3.13193988800049,54.1130104064941
Guinea,GIN,Africa,2018,40.3,40.0,2.38432002067566,37.6615683388653
Honduras,HND,America,2018,71.4,87.0,6.05646991729736,
Indonesia,IDN,Asia/Pacific,2018,73.1,96.0,0.99443644285202,93.4309363897896
Jordan,JOR,Asia/Pacific,2018,92.2,95.4314498901367,2.95461988449097,89.7929077148438
Kiribati,KIR,Asia/Pacific,2018,43.3,97.9597091674805,15.3769998550415,
Kuwait,KWT,Asia/Pacific,2018,94.6,96.0,6.39165258407593,
Lesotho,LSO,Africa,2018,45.4,86.2408676147461,7.40291881561279,
Madagascar,MDG,Africa,2018,28.6,77.0,3.04906916618347,35.9789156556509
Mali,MLI,Africa,2018,40.6,35.0,3.55817008018494,38.9281616210938
Mexico,MEX,America,2018,94.7,95.0,4.13945007324219,105.964653015137
Mongolia,MNG,Asia/Pacific,2018,68.7,96.8963470458984,3.99742722511292,91.1449660838225
Montenegro,MNE,Europe,2018,92.2,98.5344009399414,,91.4442672729492
Nigeria,NGA,Africa,2018,44.3,62.0160102844238,0.419998496770859,42.1684494018555
Pakistan,PAK,Asia/Pacific,2018,64.0,57.0,2.33216953277588,37.7495130334641
Palestine,PSE,Asia/Pacific,2018,87.0,97.0,,88.1210632324219
Rwanda,RWA,Africa,2018,28.8,73.0,3.07375001907349,41.1796913146973
Senegal,SEN,Africa,2018,61.1,46.6059112548828,5.11019992828369,
Thailand,THA,Asia/Pacific,2018,86.5,94.0,3.19769406318665,109.732723814478
Tunisia,TUN,Africa,2018,84.7,79.4751129150391,,
Zambia,ZMB,Africa,2018,36.2,71.1323013305664,4.73974990844727,
Azerbaijan,AZE,Europe,2019,79.2,100.0,3.1764600276947,107.899871826172
Bangladesh,BGD,Asia/Pacific,2019,49.2,75.0,1.68138802051544,67.2209189141778
Belarus,BLR,Europe,2019,86.7,100.0,4.97948980331421,94.9205322265625
Burkina Faso,BFA,Africa,2019,42.0,30.0,5.40713691711426,40.2732582092285
Central African Republic CAR,CAF,Africa,2019,16.8,42.4427909851074,1.76792073249817,
Chad,TCD,Africa,2019,21.7,30.6279201507568,2.37245798110962,20.9835300445557
Cote d'Ivoire,CIV,Africa,2019,50.3,90.0,3.4130699634552,52.2111511230469
Cuba,CUB,America,2019,76.9,97.6549072265625,9.04696941375732,101.089462280273
Guinea Bissau,GNB,Africa,2019,36.2,54.8823204040527,,
Honduras,HND,America,2019,72.5,89.0,5.93245983123779,64.1083908081055
Kyrgyzstan,KGZ,Asia/Pacific,2019,82.1,99.5999984741211,6.07318115234375,92.7374435322778
Maldives,MDV,Asia/Pacific,2019,87.2,98.2118606567383,4.12356948852539,70.7690811157227
Myanmar,MMR,Asia/Pacific,2019,48.6,89.0,1.99976003170013,
Nepal,NPL,Asia/Pacific,2019,57.4,68.7125015258789,3.48568081855774,79.3168182373047
Pakistan,PAK,Asia/Pacific,2019,64.8,58.0,2.21491765975952,39.6166540049859
Palestine,PSE,Asia/Pacific,2019,87.4,97.0,,88.8878326416016
Philippines,PHL,Asia/Pacific,2019,68.3,96.0,3.40748643875122,87.5707840643522
Samoa,WSM,Asia/Pacific,2019,83.0,97.9902572631836,4.39581727981567,
Sao Tome & Principe,STP,Africa,2019,57.1,87.4384613037109,5.89931058883667,78.3800561981311
Senegal,SEN,Africa,2019,60.3,46.8336715698242,5.03527021408081,45.9415283203125
Serbia,SRB,Europe,2019,91.3,99.0,3.61647009849548,94.5711975097656
Sierra Leone,SLE,Africa,2019,31.4,43.5777816772461,7.44701194763184,58.9547309875488
South Africa,ZAF,Africa,2019,72.7,95.0,5.91158008575439,111.206802368164
Thailand,THA,Asia/Pacific,2019,87.0,91.2691497802734,3.02221417427063,109.378743181915
Togo,TGO,Africa,2019,42.4,67.0,4.20166826248169,
Tonga,TON,Asia/Pacific,2019,81.9,91.0516204833984,5.27322959899902,96.0933090863485
Tunisia,TUN,Africa,2019,85.0,81.0,6.1737322807312,
Turkey,TUR,Asia/Pacific,2019,88.8,97.0,4.44776010513306,111.910400390625
Vietnam,VNM,Asia/Pacific,2019,78.7,96.0,3.08499836921692,93.1537784411482
Zimbabwe,ZWE,Africa,2019,44.1,93.2275466918945,,
Bangladesh,BGD,Asia/Pacific,2020,50.5,75.0,1.76528060436249,69.0135708627668
Cameroon,CMR,Africa,2020,46.9,78.2300033569336,3.10390138626099,45.259028706221
Central African Republic CAR,CAF,Africa,2020,16.7,37.4900016784668,2.14468050003052,
Eswatini,SWZ,Africa,2020,60.1,89.2799987792969,5.36010456085205,
Ghana,GHA,Africa,2020,51.9,80.379997253418,3.40915989875793,73.2740478515625
Guyana,GUY,America,2020,76.7,85.6383514404297,,85.2426528930664
Indonesia,IDN,Asia/Pacific,2020,75.8,96.0,1.01593220233917,98.0443013603661
Malawi,MWI,Africa,2020,27.8,70.1522674560547,,
Mali,MLI,Africa,2020,43.5,31.0,3.95445990562439,
Mauritania,MRT,Africa,2020,45.1,59.5296592712402,1.802649974823,35.8889999389648
Mongolia,MNG,Asia/Pacific,2020,71.3,99.0,4.66345500946045,95.9892657742893
Mozambique,MOZ,Africa,2020,29.8,60.0,6.64256286621094,41.2977552767328
Palestine,PSE,Asia/Pacific,2020,87.8,98.0,,89.0763092041016
Philippines,PHL,Asia/Pacific,2020,68.1,98.0,3.85829043388367,89.2450874983032
Rwanda,RWA,Africa,2020,31.8,80.0508575439453,3.33394289016724,
Zambia,ZMB,Africa,2020,36.6,87.5,3.94964814186096,
Bangladesh,BGD,Asia/Pacific,2021,51.7,76.0,1.83117997646332,70.2933328560227
Benin,BEN,Africa,2021,39.3,43.834171295166,3.20348429679871,46.0770416259766
Burkina Faso,BFA,Africa,2021,44.9,36.9673805236816,5.22401523590088,38.2898712158203
Cambodia,KHM,Asia/Pacific,2021,65.5,71.9272537231445,3.01162648200989,57.9598846864777
Costa Rica,CRI,America,2021,91.2,98.0400009155273,6.24841976165771,141.202713012695
Cote d'Ivoire,CIV,Africa,2021,52.0,50.0006408691406,3.32718992233276,57.2815093994141
Cuba,CUB,America,2021,76.9,99.6731109619141,9.38586235046387,99.6352233886719
Gabon,GAB,Africa,2021,68.7,88.8583374023438,2.70079278945923,71.4352105480219
Gambia,GMB,Africa,2021,64.8,51.6374015808105,3.04477691650391,101.391246171605
Guinea,GIN,Africa,2021,42.6,45.3300018310547,2.04074811935425,35.9549392998814
Madagascar,MDG,Africa,2021,28.6,74.6861419677734,3.19807553291321,35.1450665804339
Mauritania,MRT,Africa,2021,46.0,66.9599990844727,1.891970038414,
Montenegro,MNE,Europe,2021,92.9,98.9800033569336,,93.1638412475586
Nepal,NPL,Asia/Pacific,2021,59.4,71.1500015258789,3.95612215995789,83.5162189990173
Nigeria,NGA,Africa,2021,46.0,63.1555404663086,0.381919115781784,47.2372283935547
Samoa,WSM,Asia/Pacific,2021,83.0,99.0999984741211,5.2044882774353,
Suriname,SUR,America,2021,86.2,95.0,4.13154983520508,65.6098480224609
Thailand,THA,Asia/Pacific,2021,87.4,94.0999984741211,2.98212432861328,102.941030468274
Tonga,TON,Asia/Pacific,2021,81.9,99.4000015258789,4.92703914642334,100.286051862446
Vanuatu,VUT,Asia/Pacific,2021,48.0,89.0999984741211,10.1102409362793,57.8640899658203
Benin,BEN,Africa,2022,40.3,47.0999984741211,3.37785911560059,45.3651695251465
Burkina Faso,BFA,Africa,2022,46.3,34.4900016784668,5.27651214599609,33.724910736084
Cambodia,KHM,Asia/Pacific,2022,67.4,83.7799987792969,2.88349270820618,58.7424032681922
Chad,TCD,Africa,2022,23.8,27.2800006866455,2.53867292404175,
Comoros,COM,Africa,2022,59.9,61.7099990844727,2.43164420127869,
Dominican Republic,DOM,America,2022,80.1,95.5,3.94027137756348,76.5283203125
Eswatini,SWZ,Africa,2022,61.6,90.7470169067383,5.69260597229004,
Gabon,GAB,Africa,2022,69.2,85.6900024414062,2.20773649215698,
Gambia,GMB,Africa,2022,66.2,58.6699981689453,2.74282312393188,
Guinea Bissau,GNB,Africa,2022,38.0,53.9000015258789,,
Guyana,GUY,America,2022,76.2,90.0299987792969,,
India,IND,Asia/Pacific,2022,68.8,76.0,4.12072849273682,81.1778611796872
Kenya,KEN,Africa,2022,47.0,82.879997253418,4.51101779937744,
Lesotho,LSO,Africa,2022,48.3,82.0100021362305,6.43347549438477,
Madagascar,MDG,Africa,2022,28.6,77.4800033569336,3.13901996612549,
Malawi,MWI,Africa,2022,28.6,68.0800018310547,,
Palestine,PSE,Asia/Pacific,2022,88.5,98.0,,89.6303024291992
Rwanda,RWA,Africa,2022,34.9,79.0,4.74623012542725,44.1547088623047
Sao Tome & Principe,STP,Africa,2022,60.5,93.75,5.15598058700562,
Senegal,SEN,Africa,2022,62.5,57.6699981689453,5.98753976821899,46.9506912231445
Sierra Leone,SLE,Africa,2022,32.7,48.6399993896484,8.5391845703125,
Tanzania,TZA,Africa,2022,38.6,82.0199966430664,3.23824501037598,
Thailand,THA,Asia/Pacific,2022,87.6,91.0998687744141,2.61187028884888,101.874933807375
Vietnam,VNM,Asia/Pacific,2022,81.5,96.0,2.88738679885864,97.2494761123623
Zimbabwe,ZWE,Africa,2022,43.7,89.8499984741211,,
Azerbaijan,AZE,Europe,2023,83.3,100.0,3.58290028572083,92.7589111328125
Jordan,JOR,Asia/Pacific,2023,90.8,95.0,,91.9696807861328
